SessionID,Category,Grammar_Element,HighLevelObject,FileType,Total_Object_Count,Count_Converted_LOC,Count_Not_Converted_LOC,Count_Conversion_Errors,Count_Parsing_Errors
332fb598-8008-4bf0-bdad-189f92dd9d6b,Comparison Operators and Functions,=,CREATE / REPLACE PROCEDURE,,3,3,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Comparison Operators and Functions,=,CREATE / REPLACE VIEW,SQL,4,7,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Comparison Operators and Functions,=,CREATE TABLE,SQL,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,String Operators and Functions,||,CREATE TABLE,SQL,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,String Operators and Functions,||,CREATE / REPLACE PROCEDURE,,14,14,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Procedure Statements,ABORT,CREATE / REPLACE PROCEDURE,,4,7,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statements,ACCESS,CREATE / REPLACE VIEW,SQL,2,0,2,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,"SELECT statement syntax, options, clauses, modifiers",ALL,CREATE / REPLACE VIEW,SQL,3,0,3,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Function,avg,CREATE / REPLACE VIEW,SQL,7,7,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Function,BEGIN,CREATE / REPLACE VIEW,SQL,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Logical Predicates,BETWEEN / NOT BETWEEN,CREATE / REPLACE PROCEDURE,,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statements,CALL,CREATE / REPLACE PROCEDURE,,12,12,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Case Expressions,CASE,CREATE / REPLACE PROCEDURE,,2,10,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,CHAR,CREATE TABLE,SQL,15,15,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CHARACTER SET,CREATE / REPLACE PROCEDURE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CHARACTER SET,CREATE TABLE,SQL,140,140,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CHECK,CREATE TABLE,SQL,6,6,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CHECKSUM,CREATE TABLE,SQL,36,36,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CHECKSUM,CREATE TABLE,BTEQ,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,COMPRESS,CREATE TABLE,SQL,28,28,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Procedure statements,CREATE / REPLACE PROCEDURE,CREATE / REPLACE PROCEDURE,SQL,7,190,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CREATE / REPLACE VIEW,CREATE / REPLACE VIEW,SQL,12,123,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CREATE MACRO,CREATE MACRO,SQL,2,16,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CREATE MULTISET TABLE,CREATE TABLE,BTEQ,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CREATE MULTISET TABLE,CREATE TABLE,SQL,10,10,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CREATE SET TABLE,CREATE TABLE,SQL,26,26,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Table Statements,CREATE TABLE,CREATE TABLE,SQL,40,654,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Table Statements,CREATE TABLE,CREATE TABLE,BTEQ,1,10,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,CREATE VOLATILE TABLE,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Procedure Statements,CURSOR DECLARE,CREATE / REPLACE PROCEDURE,,8,12,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,DATE,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,DATE,CREATE TABLE,SQL,26,0,26,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,DECIMAL,CREATE TABLE,SQL,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Procedure Statements,DECLARE CONDITION HANDLER,CREATE / REPLACE PROCEDURE,,1,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statement,DELETE,CREATE MACRO,,1,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statements,DESC,CREATE TABLE,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statements,DESC,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,DROP TABLE,Not specified,BTEQ,3,3,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Procedure Statements,DYNAMIC RESULT SETS,CREATE / REPLACE PROCEDURE,SQL,3,0,3,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,BTEQ Sequence Controls,ERRORLEVEL,ERRORLEVEL,BTEQ,6,6,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,BTEQ Sequence Controls,EXIT or QUIT,EXIT or QUIT,BTEQ,4,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Function,EXTRACT,CREATE TABLE,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Procedure Statements,FETCH INTO,CREATE / REPLACE PROCEDURE,,11,11,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Attribute Functions,FORMAT,CREATE TABLE,SQL,26,26,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,"SELECT statement syntax, options, clauses, modifiers",FROM,CREATE / REPLACE VIEW,SQL,14,21,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,"SELECT statement syntax, options, clauses, modifiers",FROM,SELECT,BTEQ,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,"SELECT statement syntax, options, clauses, modifiers",FROM,CREATE TABLE,SQL,2,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,"SELECT statement syntax, options, clauses, modifiers",FROM,SELECT,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,BTEQ Sequence Controls,GOTO,IF,BTEQ,4,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,"SELECT statement syntax, options, clauses, modifiers",GROUP BY,CREATE / REPLACE VIEW,SQL,1,5,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,BTEQ Sequence Controls,IF,IF,BTEQ,8,8,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,IN,CREATE TABLE,SQL,6,0,6,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,IN,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,IN,CREATE / REPLACE PROCEDURE,,4,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statement,INSERT,INSERT,BTEQ,3,3,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statement,INSERT,CREATE / REPLACE PROCEDURE,,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,INTEGER,CREATE / REPLACE PROCEDURE,SQL,6,6,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,INTEGER,CREATE TABLE,SQL,90,90,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,INTEGER,CREATE TABLE,BTEQ,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Function,INTERVAL,CREATE / REPLACE VIEW,SQL,2,12,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL DAY,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL DAY,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL DAY TO HOUR,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL DAY TO MINUTE,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL DAY TO SECOND,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL HOUR,CREATE TABLE,SQL,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL HOUR TO MINUTE,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL HOUR TO MINUTE,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL HOUR TO SECOND,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL HOUR TO SECOND,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL MINUTE,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL MINUTE TO SECOND,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL MONTH,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL MONTH,CREATE TABLE,SQL,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL SECOND,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL YEAR,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL YEAR,CREATE TABLE,SQL,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,INTERVAL YEAR TO MONTH,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Logical Predicates,IS NULL / IS NOT NULL,CREATE / REPLACE PROCEDURE,,4,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Logical Predicates,IS NULL / IS NOT NULL,CREATE / REPLACE VIEW,SQL,1,3,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,"SELECT statement syntax, options, clauses, modifiers",JOIN,CREATE / REPLACE VIEW,SQL,1,0,3,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,BTEQ Sequence Controls,LABEL,LABEL,BTEQ,5,5,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,BTEQ Sequence Controls,LABEL,Not specified,BTEQ,4,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statements,LOCK TABLE,CREATE / REPLACE VIEW,SQL,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,MERGEBLOCKRATIO,CREATE TABLE,BTEQ,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,MERGEBLOCKRATIO,CREATE TABLE,SQL,36,36,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,"SELECT statement syntax, options, clauses, modifiers",NAMED,CREATE TABLE,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,NO AFTER JOURNAL,CREATE TABLE,BTEQ,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,NO AFTER JOURNAL,CREATE TABLE,SQL,36,36,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,NO BEFORE JOURNAL,CREATE TABLE,SQL,36,36,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,NO BEFORE JOURNAL,CREATE TABLE,BTEQ,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,NO FALLBACK,CREATE TABLE,BTEQ,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,NO FALLBACK,CREATE TABLE,SQL,36,36,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,NOT NULL,CREATE MACRO,SQL,4,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,NOT NULL,CREATE TABLE,SQL,127,127,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Table Statements,PARTITION BY,CREATE TABLE,SQL,3,3,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,PERIOD,CREATE TABLE,SQL,4,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Type,PERIOD,CREATE / REPLACE VIEW,SQL,2,0,3,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Procedure Statements,PREPARE FROM,CREATE / REPLACE PROCEDURE,,3,3,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,PRIMARY INDEX,CREATE TABLE,SQL,12,0,12,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Definition Statements,PRIMARY KEY,CREATE TABLE,SQL,23,23,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Function,RANK,CREATE / REPLACE VIEW,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Function,RANK,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Function,ROUND,CREATE / REPLACE VIEW,SQL,4,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statement,SELECT,CREATE MACRO,,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statement,SELECT,CREATE / REPLACE PROCEDURE,,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statement,SELECT,SELECT,SQL,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,"SELECT statement syntax, options, clauses, modifiers",SELECT,CREATE TABLE,SQL,2,11,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,"SELECT statement syntax, options, clauses, modifiers",SELECT,CREATE / REPLACE VIEW,SQL,15,107,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Data Manipulation Language Statement,SELECT,SELECT,BTEQ,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Procedure Statements,SET,CREATE / REPLACE PROCEDURE,,36,40,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SMALLINT,CREATE MACRO,SQL,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SMALLINT,CREATE TABLE,SQL,22,22,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlAnd,CREATE / REPLACE VIEW,SQL,1,0,2,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlArgument,CREATE / REPLACE VIEW,SQL,42,0,50,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlArgument,Not specified,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlArgument,CREATE TABLE,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlArgumentList,Not specified,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlArgumentList,CREATE / REPLACE VIEW,SQL,33,0,48,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlArgumentList,CREATE TABLE,SQL,2,0,2,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlAsCorrelationName,CREATE TABLE,SQL,2,0,2,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlAsCorrelationName,CREATE / REPLACE VIEW,SQL,5,0,5,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlAsSubqueryClause,CREATE TABLE,SQL,2,18,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlCastOperand,CREATE / REPLACE VIEW,SQL,9,9,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlCastSpecification,CREATE / REPLACE VIEW,SQL,9,8,6,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlCheckBody,CREATE TABLE,SQL,6,0,6,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlColumnDefinition,CREATE TABLE,SQL,353,412,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlColumnDefinition,CREATE TABLE,BTEQ,3,3,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlColumnNameElement,CREATE TABLE,SQL,24,0,24,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlColumnNameList,CREATE / REPLACE VIEW,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlCompositeArgument,CREATE TABLE,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlCompoundStat,CREATE / REPLACE PROCEDURE,,9,186,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlCreateTableOnCommit,CREATE TABLE,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDataTypeSize,CREATE / REPLACE PROCEDURE,SQL,3,0,3,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDataTypeSize,CREATE TABLE,BTEQ,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDataTypeSize,CREATE / REPLACE VIEW,SQL,7,0,7,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDataTypeSize,CREATE TABLE,SQL,186,0,186,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDateLiteral,CREATE / REPLACE VIEW,SQL,6,0,6,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDateTimeType,CREATE TABLE,SQL,29,0,29,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDateTimeType,CREATE / REPLACE VIEW,SQL,2,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDay,CREATE / REPLACE VIEW,SQL,2,0,2,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDay,CREATE TABLE,SQL,4,0,4,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDeclareStatement,CREATE / REPLACE PROCEDURE,,15,15,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDifferent,CREATE / REPLACE PROCEDURE,,2,2,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDotName,CREATE MACRO,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDotName,CREATE / REPLACE PROCEDURE,SQL,4,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDotName,CREATE TABLE,SQL,52,40,12,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDotName,CREATE / REPLACE VIEW,SQL,27,12,15,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDotName,SELECT,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlDotName,Not specified,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlElse,CREATE / REPLACE PROCEDURE,,3,6,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlExprAlias,CREATE / REPLACE VIEW,SQL,36,0,48,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlExprAlias,CREATE TABLE,SQL,3,0,3,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlForStatement,CREATE / REPLACE PROCEDURE,,2,28,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlFromExprPostArgument,CREATE TABLE,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlGroupingExpr,CREATE / REPLACE VIEW,SQL,4,4,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlGt,CREATE / REPLACE PROCEDURE,,1,5,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlGt,CREATE / REPLACE VIEW,SQL,1,0,5,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlHour,CREATE / REPLACE VIEW,SQL,3,3,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlHour,CREATE TABLE,SQL,5,5,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlIfStatement,CREATE / REPLACE PROCEDURE,,7,45,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlInsertIntoBody,INSERT,BTEQ,3,0,6,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlInsertionTargetName,INSERT,BTEQ,3,0,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlInsertStartKeyword,INSERT,BTEQ,3,0,3,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlIntervalFractionalPrecision,CREATE TABLE,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlIntervalLiteral,CREATE / REPLACE VIEW,SQL,1,1,0,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlIntervalSecond,CREATE TABLE,SQL,1,0,1,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlIntervalStartToEnd,CREATE / REPLACE VIEW,SQL,2,0,2,0,0
332fb598-8008-4bf0-bdad-189f92dd9d6b,Uncategorized,SqlIntervalStartToEnd,CREATE TABLE,SQL,7,0,7,0,0
